content,timestamp,reactions,scraped_at
"Perfection is overrated—progress is what truly matters, says LinkedIn member Jaanvi Shah.

In business, instead of aiming for flawless results, one must focus on making progress by taking action and improving as you go.

""Perfection might look good, but progress gets things done,"" Shah adds.

How do you perceive progress at work? Share your thoughts in the comments section. ✨Perfect is overrated. Progress is everything.

In the world of business, waiting for ""perfect"" often means missing 
hashtag
. Here’s the truth: progress beats perfection every time.💯

🔑 Have a website that’s “almost there”? Launch it. You can refine as you grow.
🔑 Waiting for the perfect strategy? Start small, learn, and adapt as you go.
🔑 Think your social media content isn’t flawless? Post it anyway—authenticity wins over polished perfection.

The key to
isn’t in waiting for everything to be flawless. It’s in taking consistent steps forward, learning, and improving along the way.

might look good, but
gets things done. So, what step can you take today? 🚀

What’s one thing you’ve been holding off until it’s “perfect”? Let’s talk progress in the comments.",Unknown,166,2025-01-19 11:43:33
"Activate to view larger image,
Activate to view larger image,",Unknown,745,2025-01-19 11:43:33
"Activate to view larger image,",Unknown,0,2025-01-19 11:43:33
"Litigation is hard.
Being a jerk makes it harder.

But since it takes two to tango in a courtroom, here are five things I teach our young lawyers about litigation soft skills:

1. In the beginning of a case, pick up the phone.

Introduce yourself if you’ve never had a case together. Catch up if you have.

By the way, this helps immensely with number two…

2. Ask what the other side needs.

Let’s be honest, both sides would almost always rather a case settle vs. go to trial. What does the other side need to help you talk to your client and make that happen?

Is it an expert report? To depose your client? To have their client be deposed and get a taste of what cross-examination might be like? To rattle some sabres so an adjuster can save some face?

Good lawyers don’t hide the damn ball.

3. Send your discovery requests as a pdf and a word doc.

You know you’re going to get asked the word version, just send it. Even if the lawyer doesn’t care, their paralegal appreciates it. This goes further than you’d think.

4. When the case is over, send the check (defense) and return the release plaintiff (promptly).

If you can’t do this, let the other side know why.

5. Have coffee, lunch, or a beer after trials.

Talk about your families, hobbies, and your next vacation; do not post mortem the case. There is power in broken bread.


If you are both young, you might have cases for the next 40 years.

Lawyers have long memories.

Think about that before you fire off your snarky email or attach theirs as an exhibit to a motion.",Unknown,"2,220",2025-01-19 11:43:33
"Activate to view larger image,
Activate to view larger image,",Unknown,"3,244",2025-01-19 11:43:33
"While years of experience is important for hiring, what's more important is the potential iof the candidate, says Ghazal Alagh, founder at Honasa Consumer Ltd.

It brings in fresh perspective and innovation within the team, she says.""Experience might open the door, but potential is what keeps it open and drives true growth,"" Alagh adds.

What other factors should recruiters keep in mind while hiring candidates? Share your thoughts in the comments section. “What do we look for in a candidate?” 

Since we are actively expanding and building our team at Honasa Consumer Ltd.I want to address a question Varun and I often get asked.

But first, let me share what we don’t prioritize: Years of experience.

While no one can deny the role experience plays but you know what matters far more? Potential.

Who you have the potential to become is way more importance than who you currently are.

This principle has been a game-changer for us as entrepreneurs. Hiring for potential brings the unique edge every team needs.

Here’s why:
● Passion can’t be taught: Experience is valuable, but a willingness to learn and grow is priceless.
● Fresh perspectives drive innovation: Potential brings curious, fearless minds ready to challenge norms and think differently.
● Building for the future: Those who see the big picture, beyond immediate tasks, are what set teams apart.

Experience might open the door, but potential is what keeps it open and drives true growth. This approach has shaped our teams and redefined how we build for the future.",Unknown,150,2025-01-19 11:43:34
Play,Unknown,"2,664",2025-01-19 11:43:39
"Play
ACCA Admissions Open for Mar/Jun 2025 Attempt
Apply. View Sponsored Content
Apply",Unknown,206,2025-01-19 11:43:39
"Activate to view larger image,
Activate to view larger image,",Unknown,37,2025-01-19 11:43:39
"Founders must focus on doing things that do not scale, says Varun Limaye, founder at Mesa School of Business.

It helps founders understand the true nature of an underlying problem, get to interact very deeply with customers, and identify future scaling challenges, he says.

What should founders focus on at the initial stages? Share your thoughts in the comments section. The best piece of entrepreneurship advice I ever got: 

""Do things that do not scale."" 

So easily misunderstood, yet so simple and powerful.

When a founder does things that do not scale, they:
- understand the true nature of the underlying problem
- get to interact very deeply with customers and spend 1:1 time
- understand which part of solving the problem will introduce scaling challenges in the future

The worst thing that I hear folks say to me - when I sometimes just pick up the phone and start calling customers is - ""hey this is not scalable"".

Trust me when I say this - Scaling a potential solution to a problem is much much simpler than: finding a problem, understanding it, building a solution which is 5x better than alternative and creating customer love.

Do the latter first, scaling will follow!",Unknown,211,2025-01-19 11:43:39
Play,Unknown,820,2025-01-19 11:43:39
Play,Unknown,23,2025-01-19 11:43:39
Your document is loading,Unknown,"1,105",2025-01-19 11:43:39
Play,Unknown,75,2025-01-19 11:43:39
"Activate to view larger image,
Activate to view larger image,",Unknown,890,2025-01-19 11:43:39
"Perfection is overrated—progress is what truly matters, says LinkedIn member Jaanvi Shah.

In business, instead of aiming for flawless results, one must focus on making progress by taking action and improving as you go.

""Perfection might look good, but progress gets things done,"" Shah adds.

How do you perceive progress at work? Share your thoughts in the comments section. ✨Perfect is overrated. Progress is everything.

In the world of business, waiting for ""perfect"" often means missing 
hashtag
. Here’s the truth: progress beats perfection every time.💯

🔑 Have a website that’s “almost there”? Launch it. You can refine as you grow.
🔑 Waiting for the perfect strategy? Start small, learn, and adapt as you go.
🔑 Think your social media content isn’t flawless? Post it anyway—authenticity wins over polished perfection.

The key to
isn’t in waiting for everything to be flawless. It’s in taking consistent steps forward, learning, and improving along the way.

might look good, but
gets things done. So, what step can you take today? 🚀

What’s one thing you’ve been holding off until it’s “perfect”? Let’s talk progress in the comments.",Unknown,166,2025-01-19 11:43:39
"Activate to view larger image,
Activate to view larger image,",Unknown,745,2025-01-19 11:43:39
"Activate to view larger image,",Unknown,0,2025-01-19 11:43:39
"Litigation is hard.
Being a jerk makes it harder.

But since it takes two to tango in a courtroom, here are five things I teach our young lawyers about litigation soft skills:

1. In the beginning of a case, pick up the phone.

Introduce yourself if you’ve never had a case together. Catch up if you have.

By the way, this helps immensely with number two…

2. Ask what the other side needs.

Let’s be honest, both sides would almost always rather a case settle vs. go to trial. What does the other side need to help you talk to your client and make that happen?

Is it an expert report? To depose your client? To have their client be deposed and get a taste of what cross-examination might be like? To rattle some sabres so an adjuster can save some face?

Good lawyers don’t hide the damn ball.

3. Send your discovery requests as a pdf and a word doc.

You know you’re going to get asked the word version, just send it. Even if the lawyer doesn’t care, their paralegal appreciates it. This goes further than you’d think.

4. When the case is over, send the check (defense) and return the release plaintiff (promptly).

If you can’t do this, let the other side know why.

5. Have coffee, lunch, or a beer after trials.

Talk about your families, hobbies, and your next vacation; do not post mortem the case. There is power in broken bread.


If you are both young, you might have cases for the next 40 years.

Lawyers have long memories.

Think about that before you fire off your snarky email or attach theirs as an exhibit to a motion.",Unknown,"2,220",2025-01-19 11:43:39
"Activate to view larger image,
Activate to view larger image,",Unknown,"3,244",2025-01-19 11:43:40
"While years of experience is important for hiring, what's more important is the potential iof the candidate, says Ghazal Alagh, founder at Honasa Consumer Ltd.

It brings in fresh perspective and innovation within the team, she says.""Experience might open the door, but potential is what keeps it open and drives true growth,"" Alagh adds.

What other factors should recruiters keep in mind while hiring candidates? Share your thoughts in the comments section. “What do we look for in a candidate?” 

Since we are actively expanding and building our team at Honasa Consumer Ltd.I want to address a question Varun and I often get asked.

But first, let me share what we don’t prioritize: Years of experience.

While no one can deny the role experience plays but you know what matters far more? Potential.

Who you have the potential to become is way more importance than who you currently are.

This principle has been a game-changer for us as entrepreneurs. Hiring for potential brings the unique edge every team needs.

Here’s why:
● Passion can’t be taught: Experience is valuable, but a willingness to learn and grow is priceless.
● Fresh perspectives drive innovation: Potential brings curious, fearless minds ready to challenge norms and think differently.
● Building for the future: Those who see the big picture, beyond immediate tasks, are what set teams apart.

Experience might open the door, but potential is what keeps it open and drives true growth. This approach has shaped our teams and redefined how we build for the future.",Unknown,150,2025-01-19 11:43:40
"How can companies help upskill their employees?
The author can see how you vote. Learn more
How can companies help upskill their employees?
Provide training programmes
Offer mentorship opportunities
Promote internal mobility
Other (please comment)
600 votes • 5d left
5 days left",Unknown,25,2025-01-19 11:43:40
"Activate to view larger image,
Activate to view larger image,",Unknown,19,2025-01-19 11:43:40
"Activate to view larger image,
Activate to view larger image,",Unknown,0,2025-01-19 11:43:40
"DSA on Sunday!

Save this post, you will need it during interviews.

40 most asked DSA questions to clear your next interview:

1. Reverse a linked list.
2. Find the middle element of a linked list.
3. Implement a stack using arrays/linked list.
4. Implement a queue using arrays/linked list.
5. Find the factorial of a number using recursion.
6. Implement binary search in an array.
7. Find the largest/smallest element in an array.
8. Implement merge sort.
9. Implement quick sort.
10. Detect a cycle in a linked list.
11. Find the intersection point of two linked lists.
12. Check if a binary tree is a binary search tree (BST).
13. Print all leaf nodes of a binary tree.
14. Reverse a binary tree.
15. Find the height of a binary tree.
16. Implement depth-first search (DFS) on a graph.
17. Implement breadth-first search (BFS) on a graph.
18. Check if a graph is connected.
19. Implement Dijkstra's algorithm for shortest path.
20. Implement Prim's algorithm for minimum spanning tree.
21. Implement Kruskal's algorithm for minimum spanning tree.
22. Find the longest common subsequence of two strings.
23. Find the longest increasing subsequence of an array.
24. Implement the Knuth–Morris–Pratt (KMP) algorithm for string matching.
25. Implement the Rabin-Karp algorithm for string matching.
26. Check if a string is a palindrome.
27. Check if two strings are anagrams of each other.
28. Find the next greater element in an array.
29. Find the kth smallest/largest element in an array.
30. Find the median of two sorted arrays.
31. Implement a trie (prefix tree).
32. Find all subsets of a set.
33. Find all permutations of a string.
34. Implement the Josephus Problem.
35. Implement an LRU (Least Recently Used) Cache.
36. Find the longest palindrome substring in a string.
37. Implement a priority queue.
38. Implement a hashmap (dictionary).
39. Count the number of inversions in an array.
40. Find the shortest path in a maze.

Save for Yourself & Share to help others :)
reposted",Unknown,322,2025-01-19 11:43:40
Play,Unknown,"2,664",2025-01-19 11:43:58
"Play
ACCA Admissions Open for Mar/Jun 2025 Attempt
Apply. View Sponsored Content
Apply",Unknown,206,2025-01-19 11:43:58
"Activate to view larger image,
Activate to view larger image,",Unknown,37,2025-01-19 11:43:58
"Founders must focus on doing things that do not scale, says Varun Limaye, founder at Mesa School of Business.

It helps founders understand the true nature of an underlying problem, get to interact very deeply with customers, and identify future scaling challenges, he says.

What should founders focus on at the initial stages? Share your thoughts in the comments section. The best piece of entrepreneurship advice I ever got: 

""Do things that do not scale."" 

So easily misunderstood, yet so simple and powerful.

When a founder does things that do not scale, they:
- understand the true nature of the underlying problem
- get to interact very deeply with customers and spend 1:1 time
- understand which part of solving the problem will introduce scaling challenges in the future

The worst thing that I hear folks say to me - when I sometimes just pick up the phone and start calling customers is - ""hey this is not scalable"".

Trust me when I say this - Scaling a potential solution to a problem is much much simpler than: finding a problem, understanding it, building a solution which is 5x better than alternative and creating customer love.

Do the latter first, scaling will follow!",Unknown,211,2025-01-19 11:43:58
Play,Unknown,820,2025-01-19 11:43:58
Play,Unknown,23,2025-01-19 11:43:58
Your document is loading,Unknown,"1,105",2025-01-19 11:43:58
Play,Unknown,75,2025-01-19 11:43:58
"Activate to view larger image,
Activate to view larger image,",Unknown,890,2025-01-19 11:43:58
"Perfection is overrated—progress is what truly matters, says LinkedIn member Jaanvi Shah.

In business, instead of aiming for flawless results, one must focus on making progress by taking action and improving as you go.

""Perfection might look good, but progress gets things done,"" Shah adds.

How do you perceive progress at work? Share your thoughts in the comments section. ✨Perfect is overrated. Progress is everything.

In the world of business, waiting for ""perfect"" often means missing 
hashtag
. Here’s the truth: progress beats perfection every time.💯

🔑 Have a website that’s “almost there”? Launch it. You can refine as you grow.
🔑 Waiting for the perfect strategy? Start small, learn, and adapt as you go.
🔑 Think your social media content isn’t flawless? Post it anyway—authenticity wins over polished perfection.

The key to
isn’t in waiting for everything to be flawless. It’s in taking consistent steps forward, learning, and improving along the way.

might look good, but
gets things done. So, what step can you take today? 🚀

What’s one thing you’ve been holding off until it’s “perfect”? Let’s talk progress in the comments.",Unknown,166,2025-01-19 11:43:58
"Activate to view larger image,
Activate to view larger image,",Unknown,745,2025-01-19 11:43:59
"Activate to view larger image,",Unknown,0,2025-01-19 11:43:59
"Litigation is hard.
Being a jerk makes it harder.

But since it takes two to tango in a courtroom, here are five things I teach our young lawyers about litigation soft skills:

1. In the beginning of a case, pick up the phone.

Introduce yourself if you’ve never had a case together. Catch up if you have.

By the way, this helps immensely with number two…

2. Ask what the other side needs.

Let’s be honest, both sides would almost always rather a case settle vs. go to trial. What does the other side need to help you talk to your client and make that happen?

Is it an expert report? To depose your client? To have their client be deposed and get a taste of what cross-examination might be like? To rattle some sabres so an adjuster can save some face?

Good lawyers don’t hide the damn ball.

3. Send your discovery requests as a pdf and a word doc.

You know you’re going to get asked the word version, just send it. Even if the lawyer doesn’t care, their paralegal appreciates it. This goes further than you’d think.

4. When the case is over, send the check (defense) and return the release plaintiff (promptly).

If you can’t do this, let the other side know why.

5. Have coffee, lunch, or a beer after trials.

Talk about your families, hobbies, and your next vacation; do not post mortem the case. There is power in broken bread.


If you are both young, you might have cases for the next 40 years.

Lawyers have long memories.

Think about that before you fire off your snarky email or attach theirs as an exhibit to a motion.",Unknown,"2,220",2025-01-19 11:43:59
"Activate to view larger image,
Activate to view larger image,",Unknown,"3,244",2025-01-19 11:43:59
"While years of experience is important for hiring, what's more important is the potential iof the candidate, says Ghazal Alagh, founder at Honasa Consumer Ltd.

It brings in fresh perspective and innovation within the team, she says.""Experience might open the door, but potential is what keeps it open and drives true growth,"" Alagh adds.

What other factors should recruiters keep in mind while hiring candidates? Share your thoughts in the comments section. “What do we look for in a candidate?” 

Since we are actively expanding and building our team at Honasa Consumer Ltd.I want to address a question Varun and I often get asked.

But first, let me share what we don’t prioritize: Years of experience.

While no one can deny the role experience plays but you know what matters far more? Potential.

Who you have the potential to become is way more importance than who you currently are.

This principle has been a game-changer for us as entrepreneurs. Hiring for potential brings the unique edge every team needs.

Here’s why:
● Passion can’t be taught: Experience is valuable, but a willingness to learn and grow is priceless.
● Fresh perspectives drive innovation: Potential brings curious, fearless minds ready to challenge norms and think differently.
● Building for the future: Those who see the big picture, beyond immediate tasks, are what set teams apart.

Experience might open the door, but potential is what keeps it open and drives true growth. This approach has shaped our teams and redefined how we build for the future.",Unknown,150,2025-01-19 11:43:59
"Play
Loaded:
Remaining time 
0:44
1x
Playback speed
Turn closed captions on
Unmute
Turn fullscreen on",Unknown,401,2025-01-19 11:43:59
"How can companies help upskill their employees?
The author can see how you vote. Learn more
How can companies help upskill their employees?
Provide training programmes
Offer mentorship opportunities
Promote internal mobility
Other (please comment)
600 votes • 5d left
5 days left",Unknown,25,2025-01-19 11:43:59
"Activate to view larger image,
Activate to view larger image,",Unknown,19,2025-01-19 11:43:59
"Activate to view larger image,
Activate to view larger image,",Unknown,0,2025-01-19 11:43:59
"DSA on Sunday!

Save this post, you will need it during interviews.

40 most asked DSA questions to clear your next interview:

1. Reverse a linked list.
2. Find the middle element of a linked list.
3. Implement a stack using arrays/linked list.
4. Implement a queue using arrays/linked list.
5. Find the factorial of a number using recursion.
6. Implement binary search in an array.
7. Find the largest/smallest element in an array.
8. Implement merge sort.
9. Implement quick sort.
10. Detect a cycle in a linked list.
11. Find the intersection point of two linked lists.
12. Check if a binary tree is a binary search tree (BST).
13. Print all leaf nodes of a binary tree.
14. Reverse a binary tree.
15. Find the height of a binary tree.
16. Implement depth-first search (DFS) on a graph.
17. Implement breadth-first search (BFS) on a graph.
18. Check if a graph is connected.
19. Implement Dijkstra's algorithm for shortest path.
20. Implement Prim's algorithm for minimum spanning tree.
21. Implement Kruskal's algorithm for minimum spanning tree.
22. Find the longest common subsequence of two strings.
23. Find the longest increasing subsequence of an array.
24. Implement the Knuth–Morris–Pratt (KMP) algorithm for string matching.
25. Implement the Rabin-Karp algorithm for string matching.
26. Check if a string is a palindrome.
27. Check if two strings are anagrams of each other.
28. Find the next greater element in an array.
29. Find the kth smallest/largest element in an array.
30. Find the median of two sorted arrays.
31. Implement a trie (prefix tree).
32. Find all subsets of a set.
33. Find all permutations of a string.
34. Implement the Josephus Problem.
35. Implement an LRU (Least Recently Used) Cache.
36. Find the longest palindrome substring in a string.
37. Implement a priority queue.
38. Implement a hashmap (dictionary).
39. Count the number of inversions in an array.
40. Find the shortest path in a maze.

Save for Yourself & Share to help others :)
reposted",Unknown,322,2025-01-19 11:43:59
"Which is better: A $500K bonus upfront, or $100K per year for 5 years?

Let’s break it down with a real-world example:

You’re married filing jointly with a $100K W-2 salary, live in a state with no income tax, and aren’t contributing to a 401(k) or HSA. This means all of your bonus is available to invest after covering taxes and normal living expenses.

To simplify, let’s first calculate your constant salary: Federal tax on $100K salary is $7,923, Social Security is $6,200, and Medicare is $1,450. This leaves $84,427 as your annual take-home pay, which we assume covers your living expenses. Anything from the bonus is entirely available to invest.

Here’s how the bonus options compare:

Scenario 1: A $500K bonus upfront

This puts your total income at $600K. Since higher incomes are taxed at higher rates, your taxes break down as follows: Social Security tax is $10,918 (maxed out), Medicare tax is $8,700, and federal tax (after the $30K standard deduction) is $138,595.

Your total tax bill is $158,213, leaving a net bonus of $441,787. After subtracting your $84,427 salary (already accounted for normal living expenses), you have $357,360 to invest at the end of year 1.

If invested at an 8% annual return (compounded monthly) for 4 years, it grows to $491,608.

Scenario 2: Five $100K bonuses over 5 years

Each $100K bonus puts your total income at $200K, which means lower taxes per year compared to Scenario 1. Taxes break down as follows: Social Security tax is $10,918, Medicare tax is $2,900, and federal tax (after the $30K standard deduction) is $27,228.

Your total taxes per year are $41,046, leaving a net bonus of $158,954 annually. After subtracting your $84,427 salary, you’re left with $74,527 to invest annually.

When invested annually at an 8% return (compounded monthly), these contributions grow to $439,843 by the end of year 5.

Although Scenario 2 results in more total principal to invest ($372,635 vs. $357,360 in Scenario 1), the time value of money makes a difference. Scenario 1’s upfront investment grows for a longer period, resulting in a higher future value.

Yes, paying more in taxes isn’t ideal, but as the saying goes, money now is better than money later.

Not investment advice. For informational purposes only. Rates of return are not guaranteed. All investing involves risk. You know... all that fun disclosure stuff!",Unknown,275,2025-01-19 11:44:12
"Activate to view larger image,
Activate to view larger image,
with Shraddha Pawar",Unknown,0,2025-01-19 11:44:12
"Activate to view larger image,
Activate to view larger image,",Unknown,"2,117",2025-01-19 11:44:12
"Linkedin Filtered - Microsoft Edge Addons
microsoftedge.microsoft.com",Unknown,0,2025-01-19 11:44:12
"Software development was way easier 25 years ago. When is it going to get easier again?

My career started doing Visual Basic 6.

Simple drag and drop visual editor for UIs.

Today we have React, Angular, Vue, MAUI, Flutter, etc.

They are way more complicated than 25 years ago and not very visual.

It is mostly JS/HTML/CSS hell.

We need a better way to visually build things.

Figma helps with initial designs.

What about editing later?

Anyone have any suggestions?",Unknown,179,2025-01-19 11:44:12
"How do you make friends at work?
The author can see how you vote. Learn more
How do you make friends at work?
Through small talk and events
Via project collaboration
I don’t make friends at work
Other (please comment below)
1,777 votes • 3d left
3 days left",Unknown,121,2025-01-19 11:44:12
